,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
5951,66.0,40.0,44.0,67.0,58.0,233265.0,66.0,45.0,40.0,58.0,44.0,67.0,66.0,68.0,68.0,48.0,66.0,45.0,40.0,58.0,44.0,67.0,66.0,68.0,68.0,48.0,68.0
5952,66.0,55.0,57.0,67.0,62.0,192561.0,66.0,58.0,55.0,62.0,57.0,67.0,66.0,68.0,67.0,60.0,66.0,58.0,55.0,62.0,57.0,67.0,66.0,68.0,67.0,60.0,68.0
5953,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,198962.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
5954,67.0,52.0,57.0,67.0,64.0,203570.0,67.0,57.0,52.0,64.0,57.0,67.0,68.0,65.0,68.0,59.0,67.0,57.0,52.0,64.0,57.0,67.0,68.0,65.0,68.0,59.0,65.0
5955,57.0,67.0,67.0,55.0,61.0,205618.0,57.0,68.0,67.0,61.0,67.0,55.0,62.0,52.0,58.0,68.0,57.0,68.0,67.0,61.0,67.0,55.0,62.0,52.0,58.0,68.0,52.0
5956,55.0,59.0,60.0,56.0,55.0,230194.0,55.0,68.0,59.0,55.0,60.0,56.0,59.0,58.0,59.0,67.0,55.0,68.0,59.0,55.0,60.0,56.0,59.0,58.0,59.0,67.0,58.0
5957,62.0,64.0,62.0,64.0,60.0,203315.0,62.0,68.0,64.0,60.0,62.0,64.0,67.0,63.0,66.0,69.0,62.0,68.0,64.0,60.0,62.0,64.0,67.0,63.0,66.0,69.0,63.0
5958,61.0,68.0,68.0,60.0,64.0,216371.0,61.0,67.0,68.0,64.0,68.0,60.0,61.0,59.0,60.0,66.0,61.0,67.0,68.0,64.0,68.0,60.0,61.0,59.0,60.0,66.0,59.0
5959,65.0,37.0,47.0,63.0,60.0,222515.0,65.0,48.0,37.0,60.0,47.0,63.0,68.0,58.0,67.0,52.0,65.0,48.0,37.0,60.0,47.0,63.0,68.0,58.0,67.0,52.0,58.0
5960,68.0,45.0,51.0,67.0,63.0,171315.0,68.0,49.0,45.0,63.0,51.0,67.0,66.0,65.0,68.0,52.0,68.0,49.0,45.0,63.0,51.0,67.0,66.0,65.0,68.0,52.0,65.0
5961,68.0,43.0,52.0,68.0,63.0,228404.0,68.0,53.0,43.0,63.0,52.0,68.0,68.0,63.0,69.0,56.0,68.0,53.0,43.0,63.0,52.0,68.0,68.0,63.0,69.0,56.0,63.0
5962,39.0,68.0,60.0,38.0,45.0,230708.0,39.0,61.0,68.0,45.0,60.0,38.0,42.0,42.0,39.0,57.0,39.0,61.0,68.0,45.0,60.0,38.0,42.0,42.0,39.0,57.0,42.0
5963,68.0,47.0,55.0,66.0,64.0,237364.0,68.0,55.0,47.0,64.0,55.0,66.0,69.0,61.0,69.0,59.0,68.0,55.0,47.0,64.0,55.0,66.0,69.0,61.0,69.0,59.0,61.0
5964,69.0,63.0,65.0,68.0,68.0,209717.0,69.0,66.0,63.0,68.0,65.0,68.0,69.0,66.0,69.0,67.0,69.0,66.0,63.0,68.0,65.0,68.0,69.0,66.0,69.0,67.0,66.0
5965,70.0,43.0,53.0,68.0,66.0,231733.0,70.0,52.0,43.0,66.0,53.0,68.0,68.0,62.0,70.0,55.0,70.0,52.0,43.0,66.0,53.0,68.0,68.0,62.0,70.0,55.0,62.0
5966,42.0,68.0,60.0,41.0,47.0,193333.0,42.0,63.0,68.0,47.0,60.0,41.0,45.0,45.0,43.0,60.0,42.0,63.0,68.0,47.0,60.0,41.0,45.0,45.0,43.0,60.0,45.0
5967,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,214582.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
5968,62.0,41.0,41.0,66.0,52.0,227638.0,62.0,42.0,41.0,52.0,41.0,66.0,60.0,68.0,63.0,44.0,62.0,42.0,41.0,52.0,41.0,66.0,60.0,68.0,63.0,44.0,68.0
5969,66.0,48.0,54.0,66.0,62.0,201271.0,66.0,57.0,48.0,62.0,54.0,66.0,68.0,63.0,68.0,59.0,66.0,57.0,48.0,62.0,54.0,66.0,68.0,63.0,68.0,59.0,63.0
5970,67.0,63.0,68.0,66.0,68.0,209975.0,67.0,66.0,63.0,68.0,68.0,66.0,68.0,62.0,66.0,68.0,67.0,66.0,63.0,68.0,68.0,66.0,68.0,62.0,66.0,68.0,62.0
5971,69.0,47.0,54.0,70.0,64.0,212791.0,69.0,54.0,47.0,64.0,54.0,70.0,71.0,68.0,70.0,57.0,69.0,54.0,47.0,64.0,54.0,70.0,71.0,68.0,70.0,57.0,68.0
5972,67.0,46.0,51.0,67.0,61.0,230967.0,67.0,53.0,46.0,61.0,51.0,67.0,68.0,65.0,69.0,56.0,67.0,53.0,46.0,61.0,51.0,67.0,68.0,65.0,69.0,56.0,65.0
5973,62.0,68.0,68.0,61.0,63.0,192567.0,62.0,69.0,68.0,63.0,68.0,61.0,63.0,58.0,62.0,69.0,62.0,69.0,68.0,63.0,68.0,61.0,63.0,58.0,62.0,69.0,58.0
5974,50.0,63.0,62.0,51.0,52.0,211000.0,50.0,68.0,63.0,52.0,62.0,51.0,56.0,51.0,54.0,66.0,50.0,68.0,63.0,52.0,62.0,51.0,56.0,51.0,54.0,66.0,51.0
5975,68.0,60.0,66.0,68.0,68.0,212024.0,68.0,63.0,60.0,68.0,66.0,68.0,68.0,67.0,67.0,65.0,68.0,63.0,60.0,68.0,66.0,68.0,68.0,67.0,67.0,65.0,67.0
5976,68.0,51.0,56.0,68.0,63.0,216376.0,68.0,57.0,51.0,63.0,56.0,68.0,68.0,64.0,69.0,60.0,68.0,57.0,51.0,63.0,56.0,68.0,68.0,64.0,69.0,60.0,64.0
5977,63.0,67.0,68.0,62.0,66.0,221753.0,63.0,68.0,67.0,66.0,68.0,62.0,64.0,61.0,62.0,68.0,63.0,68.0,67.0,66.0,68.0,62.0,64.0,61.0,62.0,68.0,61.0
5978,47.0,68.0,62.0,45.0,51.0,233785.0,47.0,61.0,68.0,51.0,62.0,45.0,47.0,45.0,44.0,58.0,47.0,61.0,68.0,51.0,62.0,45.0,47.0,45.0,44.0,58.0,45.0
5979,59.0,68.0,67.0,57.0,62.0,194361.0,59.0,66.0,68.0,62.0,67.0,57.0,61.0,56.0,58.0,66.0,59.0,66.0,68.0,62.0,67.0,57.0,61.0,56.0,58.0,66.0,56.0
5980,67.0,62.0,66.0,66.0,68.0,201530.0,67.0,68.0,62.0,68.0,66.0,66.0,70.0,62.0,67.0,69.0,67.0,68.0,62.0,68.0,66.0,66.0,70.0,62.0,67.0,69.0,62.0
5981,61.0,69.0,67.0,60.0,63.0,143674.0,61.0,68.0,69.0,63.0,67.0,60.0,63.0,60.0,62.0,67.0,61.0,68.0,69.0,63.0,67.0,60.0,63.0,60.0,62.0,67.0,60.0
5982,60.0,63.0,63.0,61.0,61.0,211514.0,60.0,68.0,63.0,61.0,63.0,61.0,64.0,59.0,63.0,68.0,60.0,68.0,63.0,61.0,63.0,61.0,64.0,59.0,63.0,68.0,59.0
5983,66.0,39.0,45.0,68.0,59.0,149306.0,66.0,43.0,39.0,59.0,45.0,68.0,66.0,68.0,67.0,47.0,66.0,43.0,39.0,59.0,45.0,68.0,66.0,68.0,67.0,47.0,68.0
5984,45.0,68.0,63.0,43.0,52.0,159034.0,45.0,61.0,68.0,52.0,63.0,43.0,47.0,46.0,43.0,59.0,45.0,61.0,68.0,52.0,63.0,43.0,47.0,46.0,43.0,59.0,46.0
5985,62.0,37.0,39.0,66.0,53.0,178490.0,62.0,41.0,37.0,53.0,39.0,66.0,63.0,68.0,64.0,43.0,62.0,41.0,37.0,53.0,39.0,66.0,63.0,68.0,64.0,43.0,68.0
5986,62.0,67.0,68.0,61.0,65.0,162875.0,62.0,68.0,67.0,65.0,68.0,61.0,65.0,57.0,62.0,69.0,62.0,68.0,67.0,65.0,68.0,61.0,65.0,57.0,62.0,69.0,57.0
5987,68.0,56.0,61.0,67.0,67.0,193339.0,68.0,59.0,56.0,67.0,61.0,67.0,67.0,65.0,67.0,61.0,68.0,59.0,56.0,67.0,61.0,67.0,67.0,65.0,67.0,61.0,65.0
5988,70.0,44.0,50.0,70.0,63.0,207676.0,70.0,50.0,44.0,63.0,50.0,70.0,69.0,68.0,70.0,53.0,70.0,50.0,44.0,63.0,50.0,70.0,69.0,68.0,70.0,53.0,68.0
5989,67.0,67.0,68.0,66.0,68.0,210492.0,67.0,66.0,67.0,68.0,68.0,66.0,67.0,66.0,66.0,67.0,67.0,66.0,67.0,68.0,68.0,66.0,67.0,66.0,66.0,67.0,66.0
5990,68.0,51.0,58.0,66.0,66.0,230460.0,68.0,58.0,51.0,66.0,58.0,66.0,68.0,62.0,67.0,60.0,68.0,58.0,51.0,66.0,58.0,66.0,68.0,62.0,67.0,60.0,62.0
5991,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,239932.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
5992,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,149309.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
5993,59.0,49.0,46.0,63.0,53.0,158525.0,59.0,43.0,49.0,53.0,46.0,63.0,57.0,68.0,60.0,43.0,59.0,43.0,49.0,53.0,46.0,63.0,57.0,68.0,60.0,43.0,68.0
5994,68.0,43.0,49.0,69.0,61.0,229949.0,68.0,48.0,43.0,61.0,49.0,69.0,68.0,68.0,69.0,52.0,68.0,48.0,43.0,61.0,49.0,69.0,68.0,68.0,69.0,52.0,68.0
5995,69.0,39.0,47.0,69.0,63.0,204350.0,69.0,47.0,39.0,63.0,47.0,69.0,69.0,68.0,69.0,50.0,69.0,47.0,39.0,63.0,47.0,69.0,69.0,68.0,69.0,50.0,68.0
5996,67.0,66.0,68.0,65.0,68.0,156478.0,67.0,66.0,66.0,68.0,68.0,65.0,66.0,64.0,66.0,67.0,67.0,66.0,66.0,68.0,68.0,65.0,66.0,64.0,66.0,67.0,64.0
5997,68.0,46.0,52.0,68.0,64.0,172094.0,68.0,51.0,46.0,64.0,52.0,68.0,68.0,68.0,68.0,54.0,68.0,51.0,46.0,64.0,52.0,68.0,68.0,68.0,68.0,54.0,68.0
5998,52.0,68.0,66.0,51.0,59.0,190783.0,52.0,62.0,68.0,59.0,66.0,51.0,54.0,51.0,50.0,61.0,52.0,62.0,68.0,59.0,66.0,51.0,54.0,51.0,50.0,61.0,51.0
5999,45.0,68.0,65.0,43.0,53.0,204352.0,45.0,60.0,68.0,53.0,65.0,43.0,45.0,47.0,41.0,58.0,45.0,60.0,68.0,53.0,65.0,43.0,45.0,47.0,41.0,58.0,47.0
6000,67.0,35.0,42.0,69.0,59.0,232000.0,67.0,43.0,35.0,59.0,42.0,69.0,67.0,68.0,69.0,47.0,67.0,43.0,35.0,59.0,42.0,69.0,67.0,68.0,69.0,47.0,68.0
6001,68.0,39.0,48.0,67.0,62.0,234048.0,68.0,48.0,39.0,62.0,48.0,67.0,68.0,63.0,68.0,52.0,68.0,48.0,39.0,62.0,48.0,67.0,68.0,63.0,68.0,52.0,63.0
6002,63.0,69.0,67.0,64.0,64.0,204353.0,63.0,68.0,69.0,64.0,67.0,64.0,64.0,65.0,64.0,68.0,63.0,68.0,69.0,64.0,67.0,64.0,64.0,65.0,64.0,68.0,65.0
6003,50.0,68.0,64.0,51.0,54.0,208449.0,50.0,67.0,68.0,54.0,64.0,51.0,53.0,52.0,51.0,65.0,50.0,67.0,68.0,54.0,64.0,51.0,53.0,52.0,51.0,65.0,52.0
6004,64.0,66.0,65.0,63.0,63.0,199234.0,64.0,68.0,66.0,63.0,65.0,63.0,65.0,61.0,64.0,68.0,64.0,68.0,66.0,63.0,65.0,63.0,65.0,61.0,64.0,68.0,61.0
6005,69.0,59.0,64.0,68.0,68.0,200770.0,69.0,65.0,59.0,68.0,64.0,68.0,70.0,66.0,69.0,66.0,69.0,65.0,59.0,68.0,64.0,68.0,70.0,66.0,69.0,66.0,66.0
6006,67.0,44.0,50.0,68.0,61.0,209474.0,67.0,51.0,44.0,61.0,50.0,68.0,68.0,66.0,69.0,53.0,67.0,51.0,44.0,61.0,50.0,68.0,68.0,66.0,69.0,53.0,66.0
6007,69.0,42.0,50.0,68.0,64.0,232514.0,69.0,49.0,42.0,64.0,50.0,68.0,68.0,64.0,68.0,53.0,69.0,49.0,42.0,64.0,50.0,68.0,68.0,64.0,68.0,53.0,64.0
6008,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,156483.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6009,60.0,66.0,65.0,59.0,62.0,199748.0,60.0,68.0,66.0,62.0,65.0,59.0,63.0,56.0,60.0,68.0,60.0,68.0,66.0,62.0,65.0,59.0,63.0,56.0,60.0,68.0,56.0
6010,66.0,63.0,66.0,65.0,68.0,149572.0,66.0,65.0,63.0,68.0,66.0,65.0,66.0,63.0,65.0,65.0,66.0,65.0,63.0,68.0,66.0,65.0,66.0,63.0,65.0,65.0,63.0
6011,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,224836.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6012,53.0,68.0,62.0,54.0,54.0,184900.0,53.0,65.0,68.0,54.0,62.0,54.0,56.0,54.0,56.0,64.0,53.0,65.0,68.0,54.0,62.0,54.0,56.0,54.0,56.0,64.0,54.0
6013,61.0,38.0,40.0,64.0,54.0,213829.0,61.0,38.0,38.0,54.0,40.0,64.0,58.0,68.0,60.0,40.0,61.0,38.0,38.0,54.0,40.0,64.0,58.0,68.0,60.0,40.0,68.0
6014,44.0,68.0,63.0,42.0,52.0,214341.0,44.0,56.0,68.0,52.0,63.0,42.0,41.0,46.0,39.0,53.0,44.0,56.0,68.0,52.0,63.0,42.0,41.0,46.0,39.0,53.0,46.0
6015,68.0,61.0,63.0,67.0,66.0,231493.0,68.0,63.0,61.0,66.0,63.0,67.0,68.0,63.0,68.0,64.0,68.0,63.0,61.0,66.0,63.0,67.0,68.0,63.0,68.0,64.0,63.0
6016,67.0,52.0,55.0,67.0,63.0,233029.0,67.0,55.0,52.0,63.0,55.0,67.0,68.0,67.0,67.0,57.0,67.0,55.0,52.0,63.0,55.0,67.0,68.0,67.0,67.0,57.0,67.0
6017,64.0,68.0,68.0,63.0,66.0,194885.0,64.0,68.0,68.0,66.0,68.0,63.0,64.0,61.0,63.0,68.0,64.0,68.0,68.0,66.0,68.0,63.0,64.0,61.0,63.0,68.0,61.0
6018,65.0,66.0,66.0,64.0,65.0,186950.0,65.0,68.0,66.0,65.0,66.0,64.0,67.0,62.0,66.0,68.0,65.0,68.0,66.0,65.0,66.0,64.0,67.0,62.0,66.0,68.0,62.0
6019,40.0,68.0,59.0,40.0,45.0,192070.0,40.0,62.0,68.0,45.0,59.0,40.0,43.0,44.0,41.0,58.0,40.0,62.0,68.0,45.0,59.0,40.0,43.0,44.0,41.0,58.0,44.0
6020,52.0,68.0,66.0,50.0,57.0,196935.0,52.0,65.0,68.0,57.0,66.0,50.0,54.0,49.0,50.0,64.0,52.0,65.0,68.0,57.0,66.0,50.0,54.0,49.0,50.0,64.0,49.0
6021,67.0,63.0,68.0,65.0,69.0,209223.0,67.0,67.0,63.0,69.0,68.0,65.0,68.0,61.0,66.0,68.0,67.0,67.0,63.0,69.0,68.0,65.0,68.0,61.0,66.0,68.0,61.0
6022,67.0,45.0,51.0,67.0,62.0,215111.0,67.0,52.0,45.0,62.0,51.0,67.0,68.0,65.0,69.0,55.0,67.0,52.0,45.0,62.0,51.0,67.0,68.0,65.0,69.0,55.0,65.0
6023,46.0,68.0,61.0,47.0,50.0,229703.0,46.0,62.0,68.0,50.0,61.0,47.0,47.0,51.0,46.0,59.0,46.0,62.0,68.0,50.0,61.0,47.0,47.0,51.0,46.0,59.0,51.0
6024,61.0,68.0,65.0,60.0,61.0,10824.0,61.0,66.0,68.0,61.0,65.0,60.0,61.0,60.0,61.0,65.0,61.0,66.0,68.0,61.0,65.0,60.0,61.0,60.0,61.0,65.0,60.0
6025,48.0,68.0,61.0,48.0,50.0,153160.0,48.0,59.0,68.0,50.0,61.0,48.0,45.0,51.0,45.0,56.0,48.0,59.0,68.0,50.0,61.0,48.0,45.0,51.0,45.0,56.0,51.0
6026,70.0,39.0,52.0,68.0,67.0,103496.0,70.0,48.0,39.0,67.0,52.0,68.0,68.0,62.0,69.0,53.0,70.0,48.0,39.0,67.0,52.0,68.0,68.0,62.0,69.0,53.0,62.0
6027,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,187208.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6028,69.0,61.0,64.0,69.0,68.0,203593.0,69.0,66.0,61.0,68.0,64.0,69.0,71.0,69.0,70.0,67.0,69.0,66.0,61.0,68.0,64.0,69.0,71.0,69.0,70.0,67.0,69.0
6029,56.0,68.0,66.0,55.0,60.0,229705.0,56.0,66.0,68.0,60.0,66.0,55.0,58.0,53.0,55.0,65.0,56.0,66.0,68.0,60.0,66.0,55.0,58.0,53.0,55.0,65.0,53.0
6030,61.0,44.0,45.0,64.0,55.0,213578.0,61.0,44.0,44.0,55.0,45.0,64.0,59.0,68.0,61.0,45.0,61.0,44.0,44.0,55.0,45.0,64.0,59.0,68.0,61.0,45.0,68.0
6031,68.0,47.0,53.0,68.0,63.0,171082.0,68.0,51.0,47.0,63.0,53.0,68.0,68.0,67.0,68.0,54.0,68.0,51.0,47.0,63.0,53.0,68.0,68.0,67.0,68.0,54.0,67.0
6032,70.0,57.0,64.0,68.0,68.0,173130.0,70.0,64.0,57.0,68.0,64.0,68.0,71.0,64.0,71.0,66.0,70.0,64.0,57.0,68.0,64.0,68.0,71.0,64.0,71.0,66.0,64.0
6033,63.0,45.0,47.0,66.0,57.0,194122.0,63.0,46.0,45.0,57.0,47.0,66.0,62.0,68.0,63.0,48.0,63.0,46.0,45.0,57.0,47.0,66.0,62.0,68.0,63.0,48.0,68.0
6034,67.0,46.0,52.0,67.0,62.0,204875.0,67.0,50.0,46.0,62.0,52.0,67.0,68.0,66.0,67.0,53.0,67.0,50.0,46.0,62.0,52.0,67.0,68.0,66.0,67.0,53.0,66.0
6035,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,209483.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6036,67.0,43.0,50.0,68.0,61.0,182091.0,67.0,52.0,43.0,61.0,50.0,68.0,69.0,66.0,69.0,55.0,67.0,52.0,43.0,61.0,50.0,68.0,69.0,66.0,69.0,55.0,66.0
6037,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,190283.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6038,42.0,68.0,61.0,42.0,48.0,202060.0,42.0,62.0,68.0,48.0,61.0,42.0,45.0,46.0,42.0,59.0,42.0,62.0,68.0,48.0,61.0,42.0,45.0,46.0,42.0,59.0,46.0
6039,68.0,53.0,57.0,68.0,65.0,160076.0,68.0,57.0,53.0,65.0,57.0,68.0,69.0,66.0,69.0,59.0,68.0,57.0,53.0,65.0,57.0,68.0,69.0,66.0,69.0,59.0,66.0
6040,45.0,68.0,59.0,46.0,47.0,233292.0,45.0,59.0,68.0,47.0,59.0,46.0,46.0,49.0,44.0,56.0,45.0,59.0,68.0,47.0,59.0,46.0,46.0,49.0,44.0,56.0,49.0
6041,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,177996.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6042,67.0,48.0,55.0,67.0,64.0,189772.0,67.0,52.0,48.0,64.0,55.0,67.0,68.0,67.0,67.0,55.0,67.0,52.0,48.0,64.0,55.0,67.0,68.0,67.0,67.0,55.0,67.0
6043,59.0,68.0,68.0,57.0,64.0,213325.0,59.0,66.0,68.0,64.0,68.0,57.0,61.0,54.0,58.0,66.0,59.0,66.0,68.0,64.0,68.0,57.0,61.0,54.0,58.0,66.0,54.0
6044,60.0,64.0,67.0,59.0,64.0,177741.0,60.0,68.0,64.0,64.0,67.0,59.0,64.0,56.0,61.0,69.0,60.0,68.0,64.0,64.0,67.0,59.0,64.0,56.0,61.0,69.0,56.0
6045,63.0,41.0,45.0,66.0,57.0,214094.0,63.0,45.0,41.0,57.0,45.0,66.0,63.0,68.0,65.0,47.0,63.0,45.0,41.0,57.0,45.0,66.0,63.0,68.0,65.0,47.0,68.0
6046,46.0,68.0,62.0,46.0,52.0,152910.0,46.0,57.0,68.0,52.0,62.0,46.0,46.0,49.0,44.0,55.0,46.0,57.0,68.0,52.0,62.0,46.0,46.0,49.0,44.0,55.0,49.0
6047,68.0,44.0,52.0,66.0,63.0,234062.0,68.0,52.0,44.0,63.0,52.0,66.0,68.0,62.0,68.0,55.0,68.0,52.0,44.0,63.0,52.0,66.0,68.0,62.0,68.0,55.0,62.0
6048,67.0,53.0,57.0,67.0,64.0,174670.0,67.0,58.0,53.0,64.0,57.0,67.0,68.0,66.0,68.0,61.0,67.0,58.0,53.0,64.0,57.0,67.0,68.0,66.0,68.0,61.0,66.0
6049,59.25175526579739,55.55046389167502,56.86528335005015,59.03002758274825,58.50683299899699,193870.0,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,59.25175526579739,56.979689067201605,55.55046389167502,58.50683299899699,56.86528335005015,59.03002758274825,60.05773570712137,58.20404964894684,59.35926529588766,57.69872116349047,58.20404964894684
6050,59.0,70.0,68.0,60.0,63.0,171087.0,59.0,68.0,70.0,63.0,68.0,60.0,63.0,62.0,60.0,68.0,59.0,68.0,70.0,63.0,68.0,60.0,63.0,62.0,60.0,68.0,62.0
6051,69.0,61.0,64.0,69.0,68.0,193103.0,69.0,62.0,61.0,68.0,64.0,69.0,69.0,68.0,68.0,64.0,69.0,62.0,61.0,68.0,64.0,69.0,69.0,68.0,68.0,64.0,68.0
6052,62.0,43.0,45.0,65.0,55.0,214096.0,62.0,45.0,43.0,55.0,45.0,65.0,63.0,68.0,64.0,47.0,62.0,45.0,43.0,55.0,45.0,65.0,63.0,68.0,64.0,47.0,68.0
6053,62.0,66.0,67.0,60.0,63.0,151376.0,62.0,68.0,66.0,63.0,67.0,60.0,64.0,57.0,63.0,69.0,62.0,68.0,66.0,63.0,67.0,60.0,64.0,57.0,63.0,69.0,57.0
6054,67.0,39.0,45.0,68.0,60.0,189776.0,67.0,45.0,39.0,60.0,45.0,68.0,68.0,67.0,68.0,49.0,67.0,45.0,39.0,60.0,45.0,68.0,68.0,67.0,68.0,49.0,67.0
6055,63.0,65.0,68.0,62.0,65.0,147537.0,63.0,68.0,65.0,65.0,68.0,62.0,66.0,60.0,65.0,70.0,63.0,68.0,65.0,65.0,68.0,62.0,66.0,60.0,65.0,70.0,60.0
6056,63.0,68.0,68.0,63.0,65.0,224081.0,63.0,67.0,68.0,65.0,68.0,63.0,63.0,63.0,63.0,67.0,63.0,67.0,68.0,65.0,68.0,63.0,63.0,63.0,63.0,67.0,63.0
6057,58.0,66.0,67.0,56.0,61.0,229969.0,58.0,68.0,66.0,61.0,67.0,56.0,62.0,52.0,59.0,69.0,58.0,68.0,66.0,61.0,67.0,56.0,62.0,52.0,59.0,69.0,52.0
6058,66.0,36.0,41.0,68.0,57.0,239953.0,66.0,44.0,36.0,57.0,41.0,68.0,67.0,68.0,68.0,47.0,66.0,44.0,36.0,57.0,41.0,68.0,67.0,68.0,68.0,47.0,68.0
6059,65.0,65.0,68.0,63.0,68.0,178513.0,65.0,65.0,65.0,68.0,68.0,63.0,65.0,61.0,64.0,66.0,65.0,65.0,65.0,68.0,68.0,63.0,65.0,61.0,64.0,66.0,61.0
6060,67.0,60.0,64.0,66.0,68.0,179537.0,67.0,61.0,60.0,68.0,64.0,66.0,66.0,65.0,65.0,62.0,67.0,61.0,60.0,68.0,64.0,66.0,66.0,65.0,65.0,62.0,65.0
6061,58.0,69.0,68.0,57.0,61.0,53073.0,58.0,67.0,69.0,61.0,68.0,57.0,58.0,57.0,57.0,66.0,58.0,67.0,69.0,61.0,68.0,57.0,58.0,57.0,57.0,66.0,57.0
6062,60.0,68.0,69.0,58.0,65.0,202322.0,60.0,66.0,68.0,65.0,69.0,58.0,60.0,58.0,58.0,66.0,60.0,66.0,68.0,65.0,69.0,58.0,60.0,58.0,58.0,66.0,58.0
6063,59.0,68.0,67.0,58.0,62.0,192594.0,59.0,68.0,68.0,62.0,67.0,58.0,61.0,56.0,59.0,68.0,59.0,68.0,68.0,62.0,67.0,58.0,61.0,56.0,59.0,68.0,56.0
